1.0,1.883408071748879e-01,1.823107242584229e+00,5.517695044637428e+00,9.056603773584905e-02,6.037735849056604e-02,4.150943396226415e-02,1.886792452830189e-02,GSN069_0823680101
1.0,1.692047377326565e-01,1.874032735824585e+00,5.427496093866522e+00,9.551374819102749e-02,6.367583212735166e-02,3.762662807525326e-02,2.026049204052098e-02,GSN069_0831790701
1.0,1.699115044247788e-01,1.949842095375061e+00,5.234358688124267e+00,8.925869894099848e-02,5.900151285930409e-02,4.236006051437216e-02,2.118003025718608e-02,GSN069_0851180401
0.00e+00,1.046875000000000e+00,2.705815434455872e-01,2.679552125325031e+00,2.977099236641221e-01,6.870229007633588e-02,0.000000000000000e+00,0.000000000000000e+00,GSN069_0657820101
0.00e+00,9.492600422832981e-01,3.886800706386566e-01,4.909298090939143e+00,2.819956616052061e-01,4.338394793926247e-02,8.676789587852495e-03,3.253796095444685e-03,GSN069_0740960101
1.0,8.538899430740038e-01,7.245613932609558e-01,3.853850063422634e+00,2.978505629477994e-01,4.708290685772774e-02,8.188331627430911e-03,0.000000000000000e+00,2XMM_J1231_0306630201
1.0,8.813559322033898e-01,6.629614830017090e-01,2.993737152415159e+00,2.882882882882883e-01,6.306306306306306e-02,0.000000000000000e+00,0.000000000000000e+00,2XMM_J1231_0145800101
0.00e+00,8.038277511961722e-01,1.237200260162354e+00,7.420470965576034e+00,1.193633952254642e-01,3.448275862068965e-02,2.387267904509284e-02,1.326259946949602e-02,2XMM_J1231_0306630101
0.00e+00,1.984126984126984e-01,1.444462180137634e+00,4.893322024795272e+00,1.059602649006623e-01,7.284768211920530e-02,3.311258278145696e-02,1.324503311258278e-02,RX_J1301_0851180501
0.00e+00,2.121212121212121e-01,1.052508950233459e+00,4.552030923254236e+00,7.500000000000000e-02,6.250000000000000e-02,3.750000000000000e-02,3.750000000000000e-02,RX_J1301_0124710801
